2016-11-01 00:00:00.000   ,100.0,28.0,-71.0,-21.0,11.0,1.0,-21.0,18.0,0.666667
2016-11-01 01:00:00.000   ,215.0,42.0,-172.0,-65.0,25.0,2.0,-21.0,14.0,2.0
2016-11-01 02:00:00.000   ,156.0,50.0,-106.0,-28.0,27.0,2.0,-23.0,12.0,2.0
2016-11-01 03:00:00.000   ,83.0,37.0,-46.0,-5.0,20.0,-1.0,-25.0,17.0,2.0
2016-11-01 04:00:00.000   ,91.0,25.0,-66.0,-20.0,19.0,-2.0,-25.0,16.0,2.0
2016-11-01 05:00:00.000   ,172.0,26.0,-146.0,-60.0,20.0,-4.0,-21.0,19.0,2.0
2016-11-01 06:00:00.000   ,107.0,37.0,-71.0,-17.0,25.0,-5.0,-20.0,14.0,2.0
2016-11-01 07:00:00.000   ,102.0,47.0,-55.0,-4.0,21.0,-3.0,-23.0,16.0,2.0
2016-11-01 08:00:00.000   ,173.0,37.0,-136.0,-49.0,17.0,-2.0,-26.0,19.0,2.0
2016-11-01 09:00:00.000   ,255.0,87.0,-167.0,-40.0,15.0,-1.0,-25.0,12.0,2.0
2016-11-01 10:00:00.000   ,640.0,111.0,-529.0,-209.0,30.0,1.0,-20.0,28.0,2.666667
2016-11-01 11:00:00.000   ,621.0,101.0,-520.0,-209.0,39.0,-1.0,-23.0,45.0,2.666667
2016-11-01 12:00:00.000   ,589.0,80.0,-509.0,-214.0,46.0,1.0,-29.0,38.0,2.666667
2016-11-01 13:00:00.000   ,597.0,126.0,-471.0,-172.0,42.0,0.0,-33.0,51.0,3.0
2016-11-01 14:00:00.000   ,865.0,177.0,-688.0,-256.0,52.0,-1.0,-32.0,68.0,3.0
2016-11-01 15:00:00.000   ,304.0,74.0,-230.0,-78.0,38.0,0.0,-31.0,40.0,3.0
2016-11-01 16:00:00.000   ,181.0,40.0,-141.0,-50.0,24.0,1.0,-26.0,21.0,2.0
2016-11-01 17:00:00.000   ,149.0,35.0,-114.0,-39.0,27.0,2.0,-22.0,21.0,2.0
2016-11-01 18:00:00.000   ,77.0,26.0,-52.0,-13.0,21.0,1.0,-14.0,22.0,2.0
2016-11-01 19:00:00.000   ,41.0,22.0,-19.0,1.0,15.0,1.0,-13.0,27.0,2.0
2016-11-01 20:00:00.000   ,43.0,29.0,-14.0,7.0,9.0,0.0,-14.0,25.0,2.0
2016-11-01 21:00:00.000   ,56.0,37.0,-18.0,9.0,7.0,2.0,-12.0,17.0,2.0
2016-11-01 22:00:00.000   ,166.0,72.0,-94.0,-11.0,9.0,1.0,-9.0,13.0,3.666667
2016-11-01 23:00:00.000   ,317.0,88.0,-228.0,-70.0,15.0,-3.0,-20.0,22.0,3.666667
2016-11-02 00:00:00.000   ,554.0,129.0,-426.0,-148.0,30.0,-1.0,-25.0,35.0,3.666667
2016-11-02 01:00:00.000   ,473.0,162.0,-311.0,-74.0,36.0,2.0,-24.0,42.0,4.333333
2016-11-02 02:00:00.000   ,136.0,100.0,-36.0,32.0,13.0,-2.0,-16.0,23.0,4.333333
2016-11-02 03:00:00.000   ,53.0,46.0,-7.0,19.0,10.0,-2.0,-16.0,16.0,4.333333
2016-11-02 04:00:00.000   ,45.0,34.0,-11.0,12.0,7.0,-2.0,-17.0,10.0,2.0
2016-11-02 05:00:00.000   ,120.0,72.0,-48.0,12.0,13.0,0.0,-19.0,13.0,2.0
2016-11-02 06:00:00.000   ,77.0,58.0,-19.0,19.0,10.0,1.0,-22.0,14.0,2.0
2016-11-02 07:00:00.000   ,76.0,72.0,-4.0,34.0,6.0,0.0,-22.0,18.0,1.0
2016-11-02 08:00:00.000   ,81.0,70.0,-11.0,30.0,7.0,0.0,-17.0,21.0,1.0
2016-11-02 09:00:00.000   ,99.0,58.0,-41.0,8.0,12.0,2.0,-15.0,19.0,1.0
2016-11-02 10:00:00.000   ,45.0,32.0,-13.0,9.0,16.0,1.0,-14.0,12.0,2.333333
2016-11-02 11:00:00.000   ,141.0,73.0,-69.0,2.0,20.0,5.0,-13.0,16.0,2.333333
2016-11-02 12:00:00.000   ,602.0,55.0,-547.0,-246.0,36.0,5.0,-23.0,32.0,2.333333
2016-11-02 13:00:00.000   ,766.0,130.0,-636.0,-253.0,54.0,1.0,-32.0,58.0,3.666667
2016-11-02 14:00:00.000   ,626.0,147.0,-479.0,-166.0,30.0,1.0,-36.0,42.0,3.666667
2016-11-02 15:00:00.000   ,301.0,111.0,-189.0,-39.0,26.0,3.0,-38.0,36.0,3.666667
2016-11-02 16:00:00.000   ,303.0,113.0,-190.0,-38.0,22.0,1.0,-33.0,32.0,2.666667
2016-11-02 17:00:00.000   ,448.0,160.0,-289.0,-64.0,21.0,1.0,-31.0,39.0,2.666667
2016-11-02 18:00:00.000   ,162.0,97.0,-65.0,16.0,20.0,2.0,-27.0,27.0,2.666667
2016-11-02 19:00:00.000   ,57.0,28.0,-29.0,-1.0,18.0,0.0,-25.0,17.0,1.666667
2016-11-02 20:00:00.000   ,56.0,20.0,-35.0,-7.0,13.0,-1.0,-20.0,17.0,1.666667
2016-11-02 21:00:00.000   ,131.0,28.0,-102.0,-37.0,12.0,-2.0,-19.0,21.0,1.666667
