2017-03-01 00:00:00.000   ,201.0,72.0,-130.0,-29.0,19.0,0.0,-3.0,14.0,2.666667
2017-03-01 01:00:00.000   ,399.0,107.0,-292.0,-92.0,21.0,6.0,-5.0,30.0,3.0
2017-03-01 02:00:00.000   ,187.0,72.0,-115.0,-21.0,16.0,2.0,-4.0,16.0,3.0
2017-03-01 03:00:00.000   ,50.0,46.0,-4.0,21.0,14.0,0.0,-2.0,9.0,3.0
2017-03-01 04:00:00.000   ,76.0,66.0,-10.0,28.0,14.0,-1.0,3.0,13.0,3.0
2017-03-01 05:00:00.000   ,207.0,85.0,-122.0,-19.0,21.0,-1.0,-2.0,19.0,3.0
2017-03-01 06:00:00.000   ,262.0,65.0,-197.0,-66.0,18.0,-2.0,3.0,21.0,3.0
2017-03-01 07:00:00.000   ,119.0,56.0,-62.0,-3.0,16.0,0.0,11.0,13.0,3.333333
2017-03-01 08:00:00.000   ,125.0,81.0,-44.0,19.0,19.0,2.0,8.0,11.0,3.333333
2017-03-01 09:00:00.000   ,162.0,120.0,-41.0,39.0,19.0,4.0,1.0,18.0,3.333333
2017-03-01 10:00:00.000   ,803.0,194.0,-608.0,-207.0,43.0,0.0,-13.0,36.0,4.666667
2017-03-01 11:00:00.000   ,644.0,325.0,-319.0,3.0,59.0,5.0,-5.0,19.0,4.666667
2017-03-01 12:00:00.000   ,658.0,137.0,-521.0,-192.0,45.0,6.0,-13.0,45.0,4.666667
2017-03-01 13:00:00.000   ,562.0,159.0,-403.0,-121.0,57.0,4.0,-12.0,31.0,4.666667
2017-03-01 14:00:00.000   ,413.0,114.0,-300.0,-93.0,37.0,4.0,-10.0,32.0,4.666667
2017-03-01 15:00:00.000   ,691.0,260.0,-431.0,-86.0,42.0,11.0,-32.0,44.0,4.666667
2017-03-01 16:00:00.000   ,575.0,225.0,-350.0,-62.0,46.0,2.0,-35.0,44.0,4.333333
2017-03-01 17:00:00.000   ,208.0,180.0,-28.0,76.0,23.0,1.0,-27.0,28.0,4.333333
2017-03-01 18:00:00.000   ,300.0,111.0,-190.0,-40.0,29.0,0.0,-28.0,37.0,4.333333
2017-03-01 19:00:00.000   ,865.0,284.0,-581.0,-148.0,75.0,-13.0,-39.0,46.0,5.333333
2017-03-01 20:00:00.000   ,1014.0,152.0,-862.0,-355.0,97.0,-17.0,-50.0,46.0,5.333333
2017-03-01 21:00:00.000   ,735.0,64.0,-671.0,-303.0,79.0,-15.0,-65.0,80.0,5.333333
2017-03-01 22:00:00.000   ,753.0,136.0,-618.0,-241.0,56.0,-7.0,-61.0,47.0,5.666667
2017-03-01 23:00:00.000   ,463.0,80.0,-383.0,-152.0,41.0,-7.0,-52.0,43.0,5.666667
2017-03-02 00:00:00.000   ,622.0,139.0,-483.0,-172.0,57.0,-2.0,-56.0,56.0,5.666667
